Area,Year,Measurement,Unit,Value
Alberta,2016,Total number of farms,Number,40638
Alberta,2016,Under 10.00 acres,Number,1018
Alberta,2016,10.00 to 69.99 acres,Number,3702
Alberta,2016,70.00 to 129.99 acres,Number,2824
Alberta,2016,130.00 to 179.99 acres,Number,6045
Alberta,2016,180.00 to 239.99 acres,Number,1289
Alberta,2016,240.00 to 399.99 acres,Number,4918
Alberta,2016,400.00 to 559.99 acres,Number,3257
Alberta,2016,560.00 to 759.99 acres,Number,2947
Alberta,2016,760.00 to 1,119.99 acres,Number,3565
Alberta,2016,1,120.00 to 1,599.99 acres,Number,3012
Alberta,2016,1,600.00 to 2,239.99 acres,Number,2529
Alberta,2016,2,240.00 to 2,879.99 acres,Number,1497
Alberta,2016,2,880.00 to 3,519.99 acres,Number,1027
Alberta,2016,3,520.00 acres and over,Number,3008
British Columbia,2016,Total number of farms,Number,17528
British Columbia,2016,Under 10.00 acres,Number,5487
British Columbia,2016,10.00 to 69.99 acres,Number,6198
British Columbia,2016,70.00 to 129.99 acres,Number,1248
British Columbia,2016,130.00 to 179.99 acres,Number,1134
British Columbia,2016,180.00 to 239.99 acres,Number,409
British Columbia,2016,240.00 to 399.99 acres,Number,877
British Columbia,2016,400.00 to 559.99 acres,Number,445
British Columbia,2016,560.00 to 759.99 acres,Number,317
British Columbia,2016,760.00 to 1,119.99 acres,Number,361
British Columbia,2016,1,120.00 to 1,599.99 acres,Number,277
British Columbia,2016,1,600.00 to 2,239.99 acres,Number,195
British Columbia,2016,2,240.00 to 2,879.99 acres,Number,138
British Columbia,2016,2,880.00 to 3,519.99 acres,Number,102
British Columbia,2016,3,520.00 acres and over,Number,340
Canada,2021,Total number of farms,Number,189874
Canada,2021,Under 10.00 acres,Number,13607
Canada,2021,10.00 to 69.99 acres,Number,32001
Canada,2021,70.00 to 129.99 acres,Number,23470
Canada,2021,130.00 to 179.99 acres,Number,19838
Canada,2021,180.00 to 239.99 acres,Number,10365
Canada,2021,240.00 to 399.99 acres,Number,21587
Canada,2021,400.00 to 559.99 acres,Number,13235
Canada,2021,560.00 to 759.99 acres,Number,10338
Canada,2021,760.00 to 1,119.99 acres,Number,11684
Canada,2021,1,120.00 to 1,599.99 acres,Number,8962
Canada,2021,1,600.00 to 2,239.99 acres,Number,7821
Canada,2021,2,240.00 to 2,879.99 acres,Number,4619
Canada,2021,2,880.00 to 3,519.99 acres,Number,3227
Canada,2021,3,520.00 acres and over,Number,9120
Newfoundland and Labrador,2021,Total number of farms,Number,344
Newfoundland and Labrador,2021,Under 10.00 acres,Number,101
Newfoundland and Labrador,2021,10.00 to 69.99 acres,Number,135
Newfoundland and Labrador,2021,70.00 to 129.99 acres,Number,28
Newfoundland and Labrador,2021,130.00 to 179.99 acres,Number,13
Newfoundland and Labrador,2021,180.00 to 239.99 acres,Number,10
Newfoundland and Labrador,2021,240.00 to 399.99 acres,Number,21
Newfoundland and Labrador,2021,400.00 to 559.99 acres,Number,14
Newfoundland and Labrador,2021,560.00 to 759.99 acres,Number,9
Newfoundland and Labrador,2021,760.00 to 1,119.99 acres,Number,5
Newfoundland and Labrador,2021,1,120.00 to 1,599.99 acres,Number,4
Newfoundland and Labrador,2021,1,600.00 to 2,239.99 acres,Number,3
Newfoundland and Labrador,2021,2,240.00 to 2,879.99 acres,Number,0
Newfoundland and Labrador,2021,2,880.00 to 3,519.99 acres,Number,0
Newfoundland and Labrador,2021,3,520.00 acres and over,Number,1
Prince Edward Island,2021,Total number of farms,Number,1195
Prince Edward Island,2021,Under 10.00 acres,Number,82
Prince Edward Island,2021,10.00 to 69.99 acres,Number,221
Prince Edward Island,2021,70.00 to 129.99 acres,Number,183
Prince Edward Island,2021,130.00 to 179.99 acres,Number,106
Prince Edward Island,2021,180.00 to 239.99 acres,Number,82
Prince Edward Island,2021,240.00 to 399.99 acres,Number,169
Prince Edward Island,2021,400.00 to 559.99 acres,Number,93
Prince Edward Island,2021,560.00 to 759.99 acres,Number,67
Prince Edward Island,2021,760.00 to 1,119.99 acres,Number,73
Prince Edward Island,2021,1,120.00 to 1,599.99 acres,Number,50
Prince Edward Island,2021,1,600.00 to 2,239.99 acres,Number,30
Prince Edward Island,2021,2,240.00 to 2,879.99 acres,Number,22
Prince Edward Island,2021,2,880.00 to 3,519.99 acres,Number,10
Prince Edward Island,2021,3,520.00 acres and over,Number,7
Nova Scotia,2021,Total number of farms,Number,2741
Nova Scotia,2021,Under 10.00 acres,Number,333
Nova Scotia,2021,10.00 to 69.99 acres,Number,710
Nova Scotia,2021,70.00 to 129.99 acres,Number,387
Nova Scotia,2021,130.00 to 179.99 acres,Number,215
Nova Scotia,2021,180.00 to 239.99 acres,Number,229
Nova Scotia,2021,240.00 to 399.99 acres,Number,364
Nova Scotia,2021,400.00 to 559.99 acres,Number,211
Nova Scotia,2021,560.00 to 759.99 acres,Number,112
Nova Scotia,2021,760.00 to 1,119.99 acres,Number,114
Nova Scotia,2021,1,120.00 to 1,599.99 acres,Number,30
Nova Scotia,2021,1,600.00 to 2,239.99 acres,Number,20
Nova Scotia,2021,2,240.00 to 2,879.99 acres,Number,6
Nova Scotia,2021,2,880.00 to 3,519.99 acres,Number,2
Nova Scotia,2021,3,520.00 acres and over,Number,8
New Brunswick,2021,Total number of farms,Number,1851
New Brunswick,2021,Under 10.00 acres,Number,194
New Brunswick,2021,10.00 to 69.99 acres,Number,361
New Brunswick,2021,70.00 to 129.99 acres,Number,222
New Brunswick,2021,130.00 to 179.99 acres,Number,133
New Brunswick,2021,180.00 to 239.99 acres,Number,151
New Brunswick,2021,240.00 to 399.99 acres,Number,287
New Brunswick,2021,400.00 to 559.99 acres,Number,159
New Brunswick,2021,560.00 to 759.99 acres,Number,126
New Brunswick,2021,760.00 to 1,119.99 acres,Number,106
New Brunswick,2021,1,120.00 to 1,599.99 acres,Number,51
New Brunswick,2021,1,600.00 to 2,239.99 acres,Number,31
New Brunswick,2021,2,240.00 to 2,879.99 acres,Number,10
New Brunswick,2021,2,880.00 to 3,519.99 acres,Number,8
New Brunswick,2021,3,520.00 acres and over,Number,12
Quebec,2021,Total number of farms,Number,29380
Quebec,2021,Under 10.00 acres,Number,2668
Quebec,2021,10.00 to 69.99 acres,Number,6117
Quebec,2021,70.00 to 129.99 acres,Number,4923
Quebec,2021,130.00 to 179.99 acres,Number,2780
Quebec,2021,180.00 to 239.99 acres,Number,2854
Quebec,2021,240.00 to 399.99 acres,Number,4199
Quebec,2021,400.00 to 559.99 acres,Number,2303
Quebec,2021,560.00 to 759.99 acres,Number,1431
Quebec,2021,760.00 to 1,119.99 acres,Number,1179
Quebec,2021,1,120.00 to 1,599.99 acres,Number,519
Quebec,2021,1,600.00 to 2,239.99 acres,Number,250
Quebec,2021,2,240.00 to 2,879.99 acres,Number,91
Quebec,2021,2,880.00 to 3,519.99 acres,Number,33
Quebec,2021,3,520.00 acres and over,Number,33
Ontario,2021,Total number of farms,Number,48346
Ontario,2021,Under 10.00 acres,Number,3217
Ontario,2021,10.00 to 69.99 acres,Number,12686
Ontario,2021,70.00 to 129.99 acres,Number,10924
Ontario,2021,130.00 to 179.99 acres,Number,4422
Ontario,2021,180.00 to 239.99 acres,Number,3981
Ontario,2021,240.00 to 399.99 acres,Number,5396
Ontario,2021,400.00 to 559.99 acres,Number,2865
Ontario,2021,560.00 to 759.99 acres,Number,1698
Ontario,2021,760.00 to 1,119.99 acres,Number,1600
Ontario,2021,1,120.00 to 1,599.99 acres,Number,720
Ontario,2021,1,600.00 to 2,239.99 acres,Number,451
Ontario,2021,2,240.00 to 2,879.99 acres,Number,173
Ontario,2021,2,880.00 to 3,519.99 acres,Number,95
Ontario,2021,3,520.00 acres and over,Number,118
Manitoba,2021,Total number of farms,Number,14543
Manitoba,2021,Under 10.00 acres,Number,475
Manitoba,2021,10.00 to 69.99 acres,Number,1274
Manitoba,2021,70.00 to 129.99 acres,Number,1014
Manitoba,2021,130.00 to 179.99 acres,Number,1233
Manitoba,2021,180.00 to 239.99 acres,Number,493
Manitoba,2021,240.00 to 399.99 acres,Number,1631
Manitoba,2021,400.00 to 559.99 acres,Number,1191
Manitoba,2021,560.00 to 759.99 acres,Number,1111
Manitoba,2021,760.00 to 1,119.99 acres,Number,1374
Manitoba,2021,1,120.00 to 1,599.99 acres,Number,1309
Manitoba,2021,1,600.00 to 2,239.99 acres,Number,1195
Manitoba,2021,2,240.00 to 2,879.99 acres,Number,690
Manitoba,2021,2,880.00 to 3,519.99 acres,Number,481
Manitoba,2021,3,520.00 acres and over,Number,1072
Saskatchewan,2021,Total number of farms,Number,34128
Saskatchewan,2021,Under 10.00 acres,Number,386
Saskatchewan,2021,10.00 to 69.99 acres,Number,1310
Saskatchewan,2021,70.00 to 129.99 acres,Number,1456
Saskatchewan,2021,130.00 to 179.99 acres,Number,3639
Saskatchewan,2021,180.00 to 239.99 acres,Number,767
Saskatchewan,2021,240.00 to 399.99 acres,Number,3629
Saskatchewan,2021,400.00 to 559.99 acres,Number,2522
Saskatchewan,2021,560.00 to 759.99 acres,Number,2504
Saskatchewan,2021,760.00 to 1,119.99 acres,Number,3432
Saskatchewan,2021,1,120.00 to 1,599.99 acres,Number,3124
Saskatchewan,2021,1,600.00 to 2,239.99 acres,Number,3157
Saskatchewan,2021,2,240.00 to 2,879.99 acres,Number,2014
Saskatchewan,2021,2,880.00 to 3,519.99 acres,Number,1544
Saskatchewan,2021,3,520.00 acres and over,Number,4644
Alberta,2021,Total number of farms,Number,41505
Alberta,2021,Under 10.00 acres,Number,1050
Alberta,2021,10.00 to 69.99 acres,Number,3865
Alberta,2021,70.00 to 129.99 acres,Number,3132
Alberta,2021,130.00 to 179.99 acres,Number,6200
Alberta,2021,180.00 to 239.99 acres,Number,1424
Alberta,2021,240.00 to 399.99 acres,Number,5094
Alberta,2021,400.00 to 559.99 acres,Number,3462
Alberta,2021,560.00 to 759.99 acres,Number,2974
Alberta,2021,760.00 to 1,119.99 acres,Number,3466
Alberta,2021,1,120.00 to 1,599.99 acres,Number,2919
Alberta,2021,1,600.00 to 2,239.99 acres,Number,2465
Alberta,2021,2,240.00 to 2,879.99 acres,Number,1500
Alberta,2021,2,880.00 to 3,519.99 acres,Number,979
Alberta,2021,3,520.00 acres and over,Number,2975
British Columbia,2021,Total number of farms,Number,15841
British Columbia,2021,Under 10.00 acres,Number,5101
British Columbia,2021,10.00 to 69.99 acres,Number,5322
British Columbia,2021,70.00 to 129.99 acres,Number,1201
British Columbia,2021,130.00 to 179.99 acres,Number,1097
British Columbia,2021,180.00 to 239.99 acres,Number,374
British Columbia,2021,240.00 to 399.99 acres,Number,797
British Columbia,2021,400.00 to 559.99 acres,Number,415
British Columbia,2021,560.00 to 759.99 acres,Number,306
British Columbia,2021,760.00 to 1,119.99 acres,Number,335
British Columbia,2021,1,120.00 to 1,599.99 acres,Number,236
British Columbia,2021,1,600.00 to 2,239.99 acres,Number,219
British Columbia,2021,2,240.00 to 2,879.99 acres,Number,113
British Columbia,2021,2,880.00 to 3,519.99 acres,Number,75
British Columbia,2021,3,520.00 acres and over,Number,250
